---------- Uniform Rotations ----------
input: tanner
name   | rotation
wdtwke | [3,3,6,9,6,13]
butoea | [8,20,6,1,26,9]
lxjkpr | [18,23,22,23,11,26]
kfnoga | [17,5,26,1,2,9]
ndrlye | [20,3,4,24,20,13]
utjvoj | [1,19,22,8,10,18]
ccixlt | [9,2,21,10,7,2]
fkjykc | [12,10,22,11,6,11]
lcrjad | [18,2,4,22,22,12]
gcpvau | [13,2,2,8,22,3]
tjkpuu | [26,9,23,2,16,3]
tssxfs | [26,18,5,10,1,1]
mntywh | [19,13,6,11,18,16]
lwjcqk | [18,22,22,15,12,19]
hpvauh | [14,15,8,13,16,16]
aumrzw | [7,20,25,4,21,5]
qbwsug | [23,1,9,5,16,15]
ukzrzp | [1,10,12,4,21,24]
tzxbyd | [26,25,10,14,20,12]
pzaiac | [22,25,13,21,22,11]
nxedmn | [20,23,17,16,8,22]
lwrcvm | [18,22,4,15,17,21]
hrzfec | [14,17,12,18,26,11]
vikjsr | [2,8,23,22,14,26]
ybhpoc | [5,1,20,2,10,11]
ueasyt | [1,4,13,5,20,2]
dgzahg | [10,6,12,13,3,15]
eqbtpm | [11,16,14,6,11,21]
tzynkd | [26,25,11,26,6,12]
otfmye | [21,19,18,25,20,13]
lvzrjj | [18,21,12,4,5,18]
nerybg | [20,4,4,11,23,15]
asscbe | [7,18,5,15,23,13]
xspkpv | [4,18,2,23,11,4]
azorfk | [7,25,1,4,1,19]
pcmhya | [22,2,25,20,20,9]
ftotak | [12,19,1,6,22,19]
datapw | [10,26,6,13,11,5]
opntac | [21,15,26,6,22,11]
vjvlpa | [2,9,8,24,11,9]
sldojq | [25,11,16,1,5,25]
nvaxas | [20,21,13,10,22,1]
wdklqx | [3,3,23,24,12,6]
jbjnbc | [16,1,22,26,23,11]
wlsqip | [3,11,5,3,4,24]
qlqzvt | [23,11,3,12,17,2]
ksmygc | [17,18,25,11,2,11]
jytuip | [16,24,6,7,4,24]
nxaoho | [20,23,13,1,3,23]
ffftko | [12,5,18,6,6,23]
devqdq | [10,4,8,3,25,25]
qxktmk | [23,23,23,6,8,19]
skjltx | [25,10,22,24,15,6]
wzubjb | [3,25,7,14,5,10]
mrrwaj | [19,17,4,9,22,18]
guuitw | [13,20,7,21,15,5]
jhdorg | [16,7,16,1,13,15]
wbqvna | [3,1,3,8,9,9]
thwvim | [26,7,9,8,4,21]
olljvk | [21,11,24,22,17,19]
ahvfpq | [7,7,8,18,11,25]
unrdnf | [1,13,4,16,9,14]
cblalh | [9,1,24,13,7,16]
lvengu | [18,21,17,26,2,3]
matiqr | [19,26,6,21,12,26]
evfdhi | [11,21,18,16,3,17]
rdyfno | [24,3,11,18,9,23]
bofjql | [8,14,18,22,12,20]
wwnfje | [3,22,26,18,5,13]
lacoan | [18,26,15,1,22,22]
ccicni | [9,2,21,15,9,17]
cwfwfr | [9,22,18,9,1,26]
encojd | [11,13,15,1,5,12]
htsmdq | [14,19,5,25,25,25]
abogzm | [7,1,1,19,21,21]
ysoqba | [5,18,1,3,23,9]
skqspp | [25,10,3,5,11,24]
eykhiw | [11,24,23,20,4,5]
ujidfq | [1,9,21,16,1,25]
jxtkwx | [16,23,6,23,18,6]
oirovy | [21,8,4,1,17,7]
xrgwtp | [4,17,19,9,15,24]
ycocpq | [5,2,1,15,11,25]
wnmhce | [3,13,25,20,24,13]
byslpz | [8,24,5,24,11,8]
jqolzf | [16,16,1,24,21,14]
udmqae | [1,3,25,3,22,13]
csyvrt | [9,18,11,8,13,2]
evqyti | [11,21,3,11,15,17]
enwimc | [11,13,9,21,8,11]
yfvjra | [5,5,8,22,13,9]
ksceho | [17,18,15,17,3,23]
znwglz | [6,13,9,19,7,8]
dmtclb | [10,12,6,15,7,10]
zherya | [6,7,17,4,20,9]
izkhit | [15,25,23,20,4,2]
mzkrmc | [19,25,23,4,8,11]
mxnjvt | [19,23,26,22,17,2]
bdqxfs | [8,3,3,10,1,1]
kxxtaj | [17,23,10,6,22,18]
vmbigf | [2,12,14,21,2,14]
bpemvj | [8,15,17,25,17,18]
hptjys | [14,15,6,22,20,1]
txfbdt | [26,23,18,14,25,2]
rnndzn | [24,13,26,16,21,22]
mmihzc | [19,12,21,20,21,11]
ycmpls | [5,2,25,2,7,1]
idlqdk | [15,3,24,3,25,19]
dviurp | [10,21,21,7,13,24]
aamcdq | [7,26,25,15,25,25]
xnihvw | [4,13,21,20,17,5]
cddrhe | [9,3,16,4,3,13]
ylvlpq | [5,11,8,24,11,25]
qpkcva | [23,15,23,15,17,9]
keactb | [17,4,13,15,15,10]
nxyezj | [20,23,11,17,21,18]
gtsvay | [13,19,5,8,22,7]
xdyufe | [4,3,11,7,1,13]
ypvpud | [5,15,8,2,16,12]
jorwgt | [16,14,4,9,2,2]
kktiey | [17,10,6,21,26,7]
jootey | [16,14,1,6,26,7]
anczmz | [7,13,15,12,8,8]
vebyce | [2,4,14,11,24,13]
zogdzo | [6,14,19,16,21,23]
dmgsqp | [10,12,19,5,12,24]
fpzohe | [12,15,12,1,3,13]
jzfeer | [16,25,18,17,26,26]
jarvkv | [16,26,4,8,6,4]
cbvjac | [9,1,8,22,22,11]
wvcnay | [3,21,15,26,22,7]
fhlvog | [12,7,24,8,10,15]
xvcybd | [4,21,15,11,23,12]
kzfevq | [17,25,18,17,17,25]
qrfqyy | [23,17,18,3,20,7]
wqixyh | [3,16,21,10,20,16]
lsvfdc | [18,18,8,18,25,11]
vzuxau | [2,25,7,10,22,3]
pxoiib | [22,23,1,21,4,10]
tzmuod | [26,25,25,7,10,12]
admxog | [7,3,25,10,10,15]
hzqvxp | [14,25,3,8,19,24]
dlcdxx | [10,11,15,16,19,6]
vgelhb | [2,6,17,24,3,10]
bflaww | [8,5,24,13,18,5]
daikpm | [10,26,21,23,11,21]
ovfyql | [21,21,18,11,12,20]
najahw | [20,26,22,13,3,5]
isamvh | [15,18,13,25,17,16]
xkhobp | [4,10,20,1,23,24]
xassoc | [4,26,5,5,10,11]
fecmoi | [12,4,15,25,10,17]
qlazoe | [23,11,13,12,10,13]
jfrcxe | [16,5,4,15,19,13]
jgcdcr | [16,6,15,16,24,26]
xijuce | [4,8,22,7,24,13]
elyafx | [11,11,11,13,1,6]
hqgdwc | [14,16,19,16,18,11]
rixgcz | [24,8,10,19,24,8]
jhtjcg | [16,7,6,22,24,15]
ztwiqh | [6,19,9,21,12,16]
yceraa | [5,2,17,4,22,9]
qzgazt | [23,25,19,13,21,2]
cvirpb | [9,21,21,4,11,10]
gfluqx | [13,5,24,7,12,6]
fwcfjz | [12,22,15,18,5,8]
vhwgso | [2,7,9,19,14,23]
pxyrsh | [22,23,11,4,14,16]
jekvse | [16,4,23,8,14,13]
qyynne | [23,24,11,26,9,13]
dcaoxr | [10,2,13,1,19,26]
pybmjh | [22,24,14,25,5,16]
rpwowl | [24,15,9,1,18,20]
jonbti | [16,14,26,14,15,17]
obgtcd | [21,1,19,6,24,12]
ccizof | [9,2,21,12,10,14]
wbdrop | [3,1,16,4,10,24]
ryfzij | [24,24,18,12,4,18]
uzyfqc | [1,25,11,18,12,11]
dydemq | [10,24,16,17,8,25]
apudmk | [7,15,7,16,8,19]
lklllp | [18,10,24,24,7,24]
jarugy | [16,26,4,7,2,7]
fmzfek | [12,12,12,18,26,19]
dawonx | [10,26,9,1,9,6]
luttvw | [18,20,6,6,17,5]
jrevun | [16,17,17,8,16,22]
mmgqdf | [19,12,19,3,25,14]
ksxcyg | [17,18,10,15,20,15]
qipfhy | [23,8,2,18,3,7]
ejhsvf | [11,9,20,5,17,14]
wqmbhv | [3,16,25,14,3,4]
dfeygc | [10,5,17,11,2,11]
pemqli | [22,4,25,3,7,17]
wpoome | [3,15,1,1,8,13]
lflzpa | [18,5,24,12,11,9]
hivlch | [14,8,8,24,24,16]
rdbejh | [24,3,14,17,5,16]
pyzaxb | [22,24,12,13,19,10]
vyvlss | [2,24,8,24,14,1]
ftckfk | [12,19,15,23,1,19]
kitrjm | [17,8,6,4,5,21]
zoyoet | [6,14,11,1,26,2]
dwgkbu | [10,22,19,23,23,3]
jvatww | [16,21,13,6,18,5]
komfxm | [17,14,25,18,19,21]
dszbyt | [10,18,12,14,20,2]
izbkyd | [15,25,14,23,20,12]
qqncwg | [23,16,26,15,18,15]
xumhhu | [4,20,25,20,3,3]
wdoffs | [3,3,1,18,1,1]
joviwx | [16,14,8,21,18,6]
capncn | [9,26,2,26,24,22]
sngige | [25,13,19,21,2,13]
ncrusq | [20,2,4,7,14,25]
gdchap | [13,3,15,20,22,24]
audbmd | [7,20,16,14,8,12]
ysteap | [5,18,6,17,22,24]
xyzaqy | [4,24,12,13,12,7]
izbnbu | [15,25,14,26,23,3]
amvxez | [7,12,8,10,26,8]
mysfeq | [19,24,5,18,26,25]
wibnjm | [3,8,14,26,5,21]
tafjss | [26,26,18,22,14,1]
aukjov | [7,20,23,22,10,4]
hodibw | [14,14,16,21,23,5]
mdmybu | [19,3,25,11,23,3]
jjmskf | [16,9,25,5,6,14]
nxalxf | [20,23,13,24,19,14]
vhnhfh | [2,7,26,20,1,16]
muwthp | [19,20,9,6,3,24]
dylvzw | [10,24,24,8,21,5]
ckabke | [9,10,13,14,6,13]
rwgxzm | [24,22,19,10,21,21]
ibmawa | [15,1,25,13,18,9]
nirvlo | [20,8,4,8,7,23]
bplsbv | [8,15,24,5,23,4]
qywiaq | [23,24,9,21,22,25]
fverrx | [12,21,17,4,13,6]
oixymd | [21,8,10,11,8,12]
lvbrps | [18,21,14,4,11,1]
ixrugc | [15,23,4,7,2,11]
vimdum | [2,8,25,16,16,21]
ikxtyu | [15,10,10,6,20,3]
bosstp | [8,14,5,5,15,24]
kavszx | [17,26,8,5,21,6]
codqjp | [9,14,16,3,5,24]
srcvqj | [25,17,15,8,12,18]
rufviv | [24,20,18,8,4,4]
ffbycp | [12,5,14,11,24,24]
eflpls | [11,5,24,2,7,1]
kbiegm | [17,1,21,17,2,21]
zsrhcl | [6,18,4,20,24,20]
sudcae | [25,20,16,15,22,13]
dbnorz | [10,1,26,1,13,8]
xjstst | [4,9,5,6,14,2]
jwpgst | [16,22,2,19,14,2]
frauyh | [12,17,13,7,20,16]
cpfxok | [9,15,18,10,10,19]
uvjkhg | [1,21,22,23,3,15]
ccoaps | [9,2,1,13,11,1]
tetuaw | [26,4,6,7,22,5]
aeosij | [7,4,1,5,4,18]
qkeggq | [23,10,17,19,2,25]
mlmvla | [19,11,25,8,7,9]
xdkjyt | [4,3,23,22,20,2]
fctntn | [12,2,6,26,15,22]
yddwpz | [5,3,16,9,11,8]
xlmndy | [4,11,25,26,25,7]
gectup | [13,4,15,6,16,24]
pntnin | [22,13,6,26,4,22]
ijalsd | [15,9,13,24,14,12]
ffihhf | [12,5,21,20,3,14]
hwbjqf | [14,22,14,22,12,14]
tjxadg | [26,9,10,13,25,15]
wuxund | [3,20,10,7,9,12]
qqjkqi | [23,16,22,23,12,17]
iwrbgk | [15,22,4,14,2,19]
clayce | [9,11,13,11,24,13]
ffgupu | [12,5,19,7,11,3]
oqxkld | [21,16,10,23,7,12]
rsuuoc | [24,18,7,7,10,11]
uwyawz | [1,22,11,13,18,8]
qpgtef | [23,15,19,6,26,14]
lyrqxy | [18,24,4,3,19,7]
bqxyhf | [8,16,10,11,3,14]
jhcujz | [16,7,15,7,5,8]
gnhket | [13,13,20,23,26,2]
vmnowj | [2,12,26,1,18,18]
omwqsb | [21,12,9,3,14,10]
uvkxjm | [1,21,23,10,5,21]
exrqbe | [11,23,4,3,23,13]
mruukc | [19,17,7,7,6,11]
ylxvcs | [5,11,10,8,24,1]
qianzw | [23,8,13,26,21,5]
wsvgre | [3,18,8,19,13,13]
nifwoc | [20,8,18,9,10,11]
qztqzc | [23,25,6,3,21,11]
gmgtyg | [13,12,19,6,20,15]
iuakgw | [15,20,13,23,2,5]
cgwsle | [9,6,9,5,7,13]
ktjkij | [17,19,22,23,4,18]
mgkrxf | [19,6,23,4,19,14]
tvxhpo | [26,21,10,20,11,23]
qvgfkc | [23,21,19,18,6,11]
uyxkiu | [1,24,10,23,4,3]
ymagao | [5,12,13,19,22,23]
dyraka | [10,24,4,13,6,9]
ceyoso | [9,4,11,1,14,23]
btbazz | [8,19,14,13,21,8]
uxmbfv | [1,23,25,14,1,4]
qltasy | [23,11,6,13,14,7]
jsrjma | [16,18,4,22,8,9]
